session_id,station_name,line,session_date,session_hour,duration_min,data_mb,anonymised_user_token,device_type,os_type,gdpr_consent,retention_flag,data_tier
TFL-0003572,Paddington,Central,2024-04-13,11,67,418.62,TFL-731895-ANON,Mobile,iOS,No,Purged,Public
TFL-0003573,Paddington,Central,2023-09-03,3,91,305.95,TFL-422969-ANON,Laptop,iOS,No,Purge_Pending,Public
TFL-0003574,Liverpool Street,Jubilee,2023-09-06,1,7,41.77,TFL-682048-ANON,Laptop,Windows,Yes,Purged,Internal
TFL-0003575,Canary Wharf,Jubilee,2024-04-24,19,43,416.23,TFL-248500-ANON,Laptop,macOS,Yes,Purge_Pending,Internal
TFL-0003576,Waterloo,Jubilee,2023-12-25,4,23,285.25,TFL-679643-ANON,Laptop,macOS,No,Purge_Pending,Public
TFL-0003577,Euston,Piccadilly,2023-06-12,14,100,282.93,TFL-303469-ANON,Laptop,iOS,No,Retain,Internal
TFL-0003578,Stratford,Central,2024-09-07,6,109,159.79,TFL-541277-ANON,Mobile,Android,No,Retain,Sensitive
TFL-0003579,Waterloo,Victoria,2024-04-30,5,34,370.48,TFL-270222-ANON,Laptop,Windows,No,Purge_Pending,Internal
TFL-0003580,London Bridge,District,2023-08-31,1,30,289.19,TFL-955724-ANON,Laptop,macOS,No,Purged,Public
TFL-0003581,Victoria,Jubilee,2023-10-24,10,26,0.98,TFL-253920-ANON,Mobile,iOS,Yes,Purge_Pending,Public
TFL-0003582,King's Cross,District,2024-01-13,14,62,58.93,TFL-174760-ANON,Mobile,macOS,Yes,Purged,Internal
TFL-0003583,Victoria,Central,2023-04-09,22,99,321.99,TFL-525064-ANON,Laptop,iOS,No,Purged,Internal
TFL-0003584,Heathrow T1,Victoria,2023-09-28,1,82,170.9,TFL-521793-ANON,Tablet,Windows,No,Purged,Public
TFL-0003585,Victoria,Piccadilly,2023-02-15,0,28,273.21,TFL-814498-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0003586,Heathrow T1,Elizabeth,2024-11-29,17,15,295.93,TFL-855085-ANON,Laptop,Windows,No,Purged,Public
TFL-0003587,Liverpool Street,Piccadilly,2023-05-18,21,24,112.45,TFL-328610-ANON,Tablet,macOS,No,Purged,Internal
TFL-0003588,Heathrow T1,District,2023-07-22,21,77,359.75,TFL-132011-ANON,Mobile,Windows,No,Retain,Public
TFL-0003589,Waterloo,Circle,2023-12-08,3,44,178.71,TFL-298491-ANON,Laptop,macOS,No,Purged,Sensitive
TFL-0003590,Heathrow T1,District,2024-06-08,4,94,372.18,TFL-476747-ANON,Tablet,macOS,No,Purge_Pending,Internal
TFL-0003591,Paddington,Piccadilly,2024-03-22,6,32,6.92,TFL-850185-ANON,Tablet,Android,No,Purge_Pending,Sensitive
TFL-0003592,King's Cross,Victoria,2024-03-19,8,83,138.88,TFL-379427-ANON,Laptop,iOS,Yes,Retain,Internal
TFL-0003593,Canary Wharf,Piccadilly,2023-05-01,12,111,378.84,TFL-289464-ANON,Mobile,iOS,Yes,Purge_Pending,Public
TFL-0003594,Stratford,Jubilee,2023-07-23,2,100,199.77,TFL-966437-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0003595,Liverpool Street,Victoria,2024-03-14,16,100,0.95,TFL-502210-ANON,Tablet,Windows,Yes,Purge_Pending,Internal
TFL-0003596,Heathrow T1,Circle,2023-08-10,1,44,440.88,TFL-848883-ANON,Tablet,macOS,Yes,Purged,Sensitive
TFL-0003597,Waterloo,District,2023-05-19,18,3,115.09,TFL-243082-ANON,Tablet,Windows,Yes,Retain,Internal
TFL-0003598,Canary Wharf,District,2024-11-21,13,34,361.29,TFL-819990-ANON,Mobile,Windows,No,Retain,Public
TFL-0003599,Victoria,Elizabeth,2024-09-19,0,23,306.87,TFL-167248-ANON,Mobile,Android,Yes,Purge_Pending,Sensitive
TFL-0003600,Waterloo,Jubilee,2024-05-16,2,38,318.7,TFL-430469-ANON,Mobile,iOS,No,Purge_Pending,Internal
TFL-0003601,Stratford,Piccadilly,2023-08-13,19,22,142.87,TFL-539927-ANON,Tablet,Android,Yes,Retain,Sensitive
TFL-0003602,Stratford,District,2023-03-14,3,29,421.26,TFL-784051-ANON,Tablet,Windows,No,Purged,Sensitive
TFL-0003603,Heathrow T1,Jubilee,2023-11-26,23,88,444.11,TFL-365433-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0003604,King's Cross,District,2024-10-31,21,17,111.46,TFL-393453-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0003605,King's Cross,Piccadilly,2023-03-27,22,85,274.67,TFL-101403-ANON,Tablet,macOS,No,Purged,Public
TFL-0003606,Euston,Jubilee,2024-12-01,8,89,236.34,TFL-235461-ANON,Laptop,Windows,Yes,Retain,Public
TFL-0003607,Stratford,Jubilee,2023-05-29,5,95,115.96,TFL-298923-ANON,Laptop,iOS,Yes,Purged,Sensitive
TFL-0003608,Liverpool Street,Jubilee,2023-10-27,6,58,436.42,TFL-890762-ANON,Tablet,Android,No,Purge_Pending,Internal
TFL-0003609,Stratford,Victoria,2023-02-05,15,11,459.36,TFL-321450-ANON,Mobile,macOS,Yes,Purge_Pending,Sensitive
TFL-0003610,King's Cross,Elizabeth,2023-06-18,7,98,282.13,TFL-171651-ANON,Mobile,Android,Yes,Purge_Pending,Sensitive
TFL-0003611,King's Cross,Jubilee,2023-07-27,19,117,305.94,TFL-592564-ANON,Mobile,Windows,Yes,Retain,Internal
TFL-0003612,Liverpool Street,Jubilee,2023-07-05,13,92,489.27,TFL-768972-ANON,Laptop,Windows,No,Retain,Public
TFL-0003613,London Bridge,Central,2024-04-30,21,54,205.45,TFL-856796-ANON,Mobile,iOS,Yes,Retain,Public
TFL-0003614,Waterloo,Circle,2023-08-10,7,71,65.03,TFL-227597-ANON,Laptop,iOS,Yes,Purged,Public
TFL-0003615,Canary Wharf,Victoria,2024-04-05,0,91,7.99,TFL-113177-ANON,Laptop,Windows,No,Purged,Sensitive
TFL-0003616,Victoria,Circle,2024-08-29,21,108,53.78,TFL-803999-ANON,Tablet,iOS,No,Purged,Public
TFL-0003617,Canary Wharf,District,2023-09-11,11,4,303.8,TFL-486082-ANON,Mobile,iOS,Yes,Retain,Internal
TFL-0003618,Paddington,Central,2023-07-16,17,50,233.63,TFL-837153-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0003619,Waterloo,Piccadilly,2023-11-20,11,102,429.13,TFL-909941-ANON,Mobile,macOS,No,Purged,Internal
TFL-0003620,Liverpool Street,Elizabeth,2023-04-04,19,26,347.06,TFL-907418-ANON,Tablet,Windows,Yes,Retain,Sensitive
TFL-0003621,Heathrow T1,Circle,2024-12-12,20,6,271.06,TFL-858214-ANON,Mobile,Windows,No,Purge_Pending,Sensitive
TFL-0003622,Canary Wharf,Northern,2024-11-15,23,104,138.76,TFL-947834-ANON,Laptop,Windows,No,Purge_Pending,Public
TFL-0003623,Victoria,Elizabeth,2024-02-24,22,70,463.07,TFL-242151-ANON,Mobile,iOS,No,Retain,Sensitive
TFL-0003624,Paddington,Jubilee,2023-05-19,22,84,293.39,TFL-854811-ANON,Mobile,Android,Yes,Retain,Internal
TFL-0003625,Heathrow T1,Northern,2024-02-08,16,44,333.51,TFL-847807-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0003626,Euston,Jubilee,2024-03-13,0,71,205.62,TFL-951019-ANON,Tablet,Windows,No,Purged,Public
TFL-0003627,Stratford,Piccadilly,2024-05-24,1,69,408.46,TFL-682036-ANON,Tablet,macOS,No,Retain,Internal
TFL-0003628,Euston,Circle,2024-05-06,11,73,309.11,TFL-397456-ANON,Laptop,Windows,Yes,Purge_Pending,Public
TFL-0003629,Victoria,Central,2024-01-08,19,78,90.23,TFL-329938-ANON,Mobile,macOS,Yes,Retain,Public
TFL-0003630,London Bridge,Piccadilly,2024-09-16,20,88,413.79,TFL-503187-ANON,Tablet,Windows,No,Purge_Pending,Sensitive
TFL-0003631,Liverpool Street,Jubilee,2023-01-07,9,116,65.77,TFL-262452-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0003632,Liverpool Street,Victoria,2024-04-27,9,93,163.89,TFL-257184-ANON,Tablet,iOS,Yes,Purge_Pending,Public
TFL-0003633,Liverpool Street,Central,2023-06-27,4,83,55.36,TFL-481029-ANON,Mobile,macOS,No,Purged,Public
TFL-0003634,Waterloo,Northern,2023-03-22,0,50,64.33,TFL-478831-ANON,Laptop,Android,Yes,Purged,Sensitive
TFL-0003635,King's Cross,District,2024-02-28,2,113,156.99,TFL-424788-ANON,Laptop,Windows,Yes,Purge_Pending,Sensitive
TFL-0003636,Canary Wharf,Central,2024-02-12,1,54,379.1,TFL-534086-ANON,Laptop,macOS,No,Retain,Sensitive
TFL-0003637,Victoria,Jubilee,2023-08-13,2,74,35.04,TFL-515237-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0003638,Liverpool Street,Circle,2023-08-04,2,97,372.94,TFL-494592-ANON,Laptop,iOS,Yes,Purged,Public
TFL-0003639,Victoria,Central,2023-05-17,20,103,76.91,TFL-948132-ANON,Laptop,macOS,No,Purge_Pending,Sensitive
TFL-0003640,Paddington,Central,2023-03-21,9,70,106.94,TFL-808951-ANON,Mobile,Windows,No,Retain,Internal
TFL-0003641,Canary Wharf,Victoria,2024-11-25,23,64,232.57,TFL-990365-ANON,Mobile,macOS,Yes,Purge_Pending,Public
TFL-0003642,Liverpool Street,Central,2023-02-05,17,32,433.15,TFL-985848-ANON,Tablet,macOS,Yes,Retain,Internal
TFL-0003643,Canary Wharf,Victoria,2023-12-26,17,51,174.8,TFL-169606-ANON,Tablet,macOS,Yes,Retain,Internal
TFL-0003644,Victoria,District,2024-01-23,16,45,436.46,TFL-712555-ANON,Tablet,Windows,Yes,Purged,Internal
TFL-0003645,Euston,Piccadilly,2023-05-25,20,16,130.91,TFL-331472-ANON,Laptop,Android,Yes,Purged,Internal
TFL-0003646,Stratford,Jubilee,2024-06-02,19,78,86.7,TFL-348147-ANON,Mobile,macOS,Yes,Retain,Public
TFL-0003647,Waterloo,Elizabeth,2023-05-22,9,6,221.39,TFL-945534-ANON,Mobile,Android,No,Retain,Public
TFL-0003648,Waterloo,Victoria,2024-05-04,23,17,397.53,TFL-986771-ANON,Laptop,Windows,Yes,Purged,Public
TFL-0003649,Euston,Circle,2024-07-31,9,53,226.33,TFL-270275-ANON,Laptop,iOS,Yes,Purged,Internal
TFL-0003650,Heathrow T1,Jubilee,2024-04-27,22,84,188.36,TFL-651980-ANON,Mobile,Windows,No,Retain,Public
TFL-0003651,Victoria,Northern,2023-04-09,3,14,175.97,TFL-745206-ANON,Mobile,Android,No,Purge_Pending,Internal
TFL-0003652,Paddington,Northern,2023-06-01,22,74,98.98,TFL-603911-ANON,Mobile,Android,No,Retain,Sensitive
TFL-0003653,London Bridge,Piccadilly,2024-10-25,6,19,318.3,TFL-243022-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0003654,King's Cross,Victoria,2023-08-30,4,117,429.32,TFL-832823-ANON,Mobile,Android,No,Purge_Pending,Sensitive
TFL-0003655,Stratford,District,2024-10-19,11,47,32.64,TFL-705731-ANON,Mobile,Windows,No,Purge_Pending,Public
TFL-0003656,King's Cross,Northern,2024-08-06,1,83,349.54,TFL-189718-ANON,Mobile,Android,No,Purge_Pending,Sensitive
TFL-0003657,Paddington,Victoria,2024-07-08,9,94,35.44,TFL-573801-ANON,Mobile,iOS,No,Purge_Pending,Public
TFL-0003658,Paddington,District,2024-05-09,7,38,451.35,TFL-641567-ANON,Tablet,macOS,No,Purged,Internal
TFL-0003659,Stratford,Central,2023-08-28,17,76,408.25,TFL-620451-ANON,Mobile,Android,Yes,Purge_Pending,Public
TFL-0003660,Waterloo,Central,2023-06-14,12,40,231.15,TFL-736912-ANON,Tablet,Android,No,Retain,Public
TFL-0003661,Euston,Jubilee,2023-05-31,0,106,304.18,TFL-178244-ANON,Tablet,Windows,Yes,Purge_Pending,Public
TFL-0003662,London Bridge,Elizabeth,2023-08-21,13,32,367.57,TFL-214100-ANON,Tablet,macOS,Yes,Purged,Internal
TFL-0003663,Victoria,Northern,2024-07-31,15,120,362.15,TFL-293785-ANON,Tablet,Windows,Yes,Purge_Pending,Sensitive
TFL-0003664,Canary Wharf,District,2023-10-01,23,30,228.42,TFL-798869-ANON,Tablet,macOS,No,Purged,Sensitive
TFL-0003665,Euston,Northern,2023-07-29,4,3,326.59,TFL-796748-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0003666,Stratford,Circle,2023-08-17,2,25,469.03,TFL-542233-ANON,Mobile,iOS,Yes,Purge_Pending,Public
TFL-0003667,London Bridge,Central,2023-01-14,4,88,250.6,TFL-980249-ANON,Mobile,iOS,Yes,Retain,Sensitive
TFL-0003668,London Bridge,Jubilee,2024-08-21,19,71,37.6,TFL-318020-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0003669,Canary Wharf,District,2023-08-02,9,49,385.35,TFL-401109-ANON,Tablet,macOS,No,Purged,Sensitive
TFL-0003670,London Bridge,Northern,2023-05-24,9,114,25.81,TFL-818479-ANON,Laptop,macOS,No,Retain,Sensitive
TFL-0003671,Liverpool Street,Circle,2024-07-20,5,11,170.23,TFL-819291-ANON,Laptop,iOS,No,Retain,Public
TFL-0003672,Euston,Elizabeth,2023-08-23,20,2,315.51,TFL-483172-ANON,Tablet,macOS,No,Retain,Public
TFL-0003673,Stratford,Jubilee,2023-06-16,14,88,308.11,TFL-316959-ANON,Mobile,iOS,No,Purge_Pending,Public
TFL-0003674,King's Cross,District,2024-12-28,23,31,272.52,TFL-380211-ANON,Mobile,macOS,Yes,Purged,Sensitive
TFL-0003675,Liverpool Street,Northern,2024-08-04,9,24,399.89,TFL-257144-ANON,Laptop,iOS,No,Retain,Sensitive
TFL-0003676,Euston,Northern,2023-05-23,7,107,417.78,TFL-267772-ANON,Mobile,Windows,Yes,Retain,Internal
TFL-0003677,Paddington,Northern,2024-08-20,21,80,482.3,TFL-881162-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0003678,Heathrow T1,Jubilee,2023-08-16,6,34,379.75,TFL-939995-ANON,Mobile,Android,No,Purge_Pending,Sensitive
TFL-0003679,Heathrow T1,District,2023-07-22,23,53,100.53,TFL-269735-ANON,Mobile,macOS,Yes,Purged,Internal
TFL-0003680,Paddington,Central,2023-09-20,21,42,422.26,TFL-586211-ANON,Tablet,iOS,Yes,Retain,Internal
TFL-0003681,Heathrow T1,Circle,2024-01-10,8,35,51.56,TFL-668151-ANON,Laptop,macOS,No,Purged,Sensitive
TFL-0003682,Victoria,Piccadilly,2023-03-17,4,120,460.92,TFL-583936-ANON,Tablet,Android,Yes,Purged,Internal
TFL-0003683,Canary Wharf,Circle,2023-10-06,19,93,326.89,TFL-614734-ANON,Mobile,iOS,Yes,Retain,Internal
TFL-0003684,Canary Wharf,Circle,2024-12-01,11,49,402.72,TFL-462457-ANON,Laptop,macOS,Yes,Retain,Internal
TFL-0003685,Canary Wharf,Northern,2023-11-12,22,65,222.09,TFL-409934-ANON,Laptop,Android,No,Purged,Sensitive
TFL-0003686,Stratford,Central,2024-01-08,8,5,26.78,TFL-268490-ANON,Tablet,iOS,No,Retain,Sensitive
TFL-0003687,Heathrow T1,Elizabeth,2024-11-25,4,44,379.5,TFL-229937-ANON,Mobile,iOS,Yes,Retain,Public
TFL-0003688,Waterloo,Circle,2024-10-24,10,84,38.06,TFL-499906-ANON,Laptop,Android,Yes,Purged,Sensitive
TFL-0003689,King's Cross,Jubilee,2024-01-09,5,71,230.24,TFL-986198-ANON,Laptop,Windows,Yes,Purge_Pending,Sensitive
TFL-0003690,Paddington,Central,2024-01-21,19,50,477.34,TFL-417906-ANON,Laptop,iOS,Yes,Purged,Sensitive
TFL-0003691,Heathrow T1,Piccadilly,2023-08-13,19,74,367.76,TFL-184356-ANON,Laptop,Android,No,Purge_Pending,Internal
TFL-0003692,Stratford,District,2024-09-04,0,100,91.82,TFL-316398-ANON,Laptop,iOS,No,Retain,Internal
TFL-0003693,Victoria,Victoria,2023-07-13,22,100,434.31,TFL-920789-ANON,Tablet,Windows,No,Retain,Public
TFL-0003694,Stratford,Circle,2024-02-07,3,91,150.41,TFL-715815-ANON,Tablet,Android,No,Purge_Pending,Internal
TFL-0003695,Euston,Circle,2024-12-17,0,86,281.28,TFL-823370-ANON,Laptop,Windows,No,Purge_Pending,Public
TFL-0003696,Victoria,Jubilee,2023-10-18,19,72,238.53,TFL-343580-ANON,Mobile,Android,No,Purge_Pending,Sensitive
TFL-0003697,Paddington,Central,2023-12-20,3,22,43.03,TFL-610530-ANON,Laptop,macOS,Yes,Purged,Public
TFL-0003698,Paddington,Piccadilly,2023-03-29,22,108,132.58,TFL-732030-ANON,Laptop,iOS,Yes,Purge_Pending,Internal
TFL-0003699,Stratford,Jubilee,2023-09-15,9,50,272.35,TFL-249065-ANON,Tablet,Android,No,Retain,Public
TFL-0003700,Stratford,Northern,2024-04-03,14,33,100.14,TFL-759981-ANON,Mobile,iOS,Yes,Retain,Sensitive
TFL-0003701,Paddington,Northern,2023-01-18,9,6,448.0,TFL-417106-ANON,Laptop,iOS,No,Purged,Internal
TFL-0003702,Liverpool Street,Victoria,2023-08-06,12,43,193.36,TFL-522126-ANON,Tablet,iOS,Yes,Purged,Sensitive
TFL-0003703,Paddington,District,2024-04-08,5,26,407.82,TFL-294070-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0003704,London Bridge,Circle,2023-11-20,11,71,94.48,TFL-153348-ANON,Laptop,iOS,Yes,Retain,Internal
TFL-0003705,London Bridge,Piccadilly,2024-12-07,3,80,452.88,TFL-247910-ANON,Tablet,Android,No,Purge_Pending,Internal
TFL-0003706,Paddington,Victoria,2023-12-26,10,99,147.7,TFL-424873-ANON,Tablet,Android,No,Purge_Pending,Public
TFL-0003707,Liverpool Street,Circle,2024-07-07,0,101,32.53,TFL-953182-ANON,Tablet,Windows,No,Purged,Public
TFL-0003708,Heathrow T1,Victoria,2023-09-27,21,101,356.02,TFL-609259-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0003709,Euston,District,2024-06-24,6,51,100.14,TFL-823680-ANON,Tablet,iOS,No,Retain,Internal
TFL-0003710,London Bridge,Jubilee,2023-06-18,5,71,404.02,TFL-701696-ANON,Tablet,iOS,Yes,Retain,Internal
TFL-0003711,Waterloo,Elizabeth,2023-09-30,18,56,231.88,TFL-119559-ANON,Laptop,Windows,No,Purge_Pending,Sensitive
TFL-0003712,Paddington,Victoria,2024-02-17,19,74,263.0,TFL-979734-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0003713,Liverpool Street,Circle,2023-02-12,22,24,180.56,TFL-815908-ANON,Laptop,iOS,Yes,Retain,Public
TFL-0003714,King's Cross,Jubilee,2023-12-23,1,25,32.05,TFL-622335-ANON,Mobile,Windows,Yes,Purge_Pending,Internal
TFL-0003715,London Bridge,District,2023-08-31,0,21,296.93,TFL-398133-ANON,Mobile,Windows,No,Purge_Pending,Sensitive
TFL-0003716,Paddington,Northern,2024-12-22,11,44,113.03,TFL-370513-ANON,Laptop,Windows,No,Purge_Pending,Public
TFL-0003717,Victoria,District,2023-02-17,18,114,269.68,TFL-718273-ANON,Mobile,iOS,No,Retain,Sensitive
TFL-0003718,Canary Wharf,Piccadilly,2023-02-04,12,49,177.51,TFL-586420-ANON,Laptop,iOS,Yes,Retain,Public
TFL-0003719,King's Cross,Circle,2024-04-19,8,105,322.59,TFL-660293-ANON,Tablet,macOS,No,Purge_Pending,Public
TFL-0003720,Stratford,Central,2023-05-18,6,60,22.6,TFL-840020-ANON,Laptop,Android,No,Retain,Internal
TFL-0003721,Heathrow T1,District,2024-05-31,22,88,172.54,TFL-572299-ANON,Tablet,macOS,Yes,Purged,Public
TFL-0003722,Paddington,Elizabeth,2024-01-04,23,80,88.17,TFL-666538-ANON,Laptop,Android,No,Retain,Public
TFL-0003723,King's Cross,Northern,2024-01-16,4,55,111.92,TFL-398895-ANON,Tablet,Android,Yes,Purged,Sensitive
TFL-0003724,Canary Wharf,District,2024-02-25,14,70,208.73,TFL-894598-ANON,Laptop,Android,Yes,Retain,Internal
TFL-0003725,Liverpool Street,Northern,2024-02-01,23,58,383.35,TFL-805443-ANON,Tablet,Windows,No,Purge_Pending,Sensitive
TFL-0003726,Canary Wharf,District,2024-02-21,15,42,158.54,TFL-713010-ANON,Tablet,Android,Yes,Retain,Sensitive
TFL-0003727,Canary Wharf,District,2024-10-11,19,47,368.07,TFL-277825-ANON,Mobile,Windows,No,Purged,Internal
TFL-0003728,Paddington,Northern,2024-07-08,3,75,398.09,TFL-769645-ANON,Tablet,Android,No,Purged,Public
TFL-0003729,Euston,Piccadilly,2023-03-25,9,21,323.26,TFL-841593-ANON,Laptop,macOS,No,Purged,Public
TFL-0003730,Victoria,Victoria,2023-07-28,14,82,332.74,TFL-375732-ANON,Laptop,iOS,No,Retain,Public
TFL-0003731,Canary Wharf,Victoria,2024-02-25,4,103,371.86,TFL-450191-ANON,Laptop,macOS,No,Purge_Pending,Sensitive
TFL-0003732,Stratford,Central,2024-07-27,16,75,306.82,TFL-905964-ANON,Laptop,Android,No,Purged,Internal
TFL-0003733,Waterloo,Northern,2023-07-09,11,37,34.53,TFL-340878-ANON,Mobile,Windows,No,Purged,Sensitive
TFL-0003734,London Bridge,Circle,2024-11-21,23,27,231.06,TFL-759432-ANON,Tablet,macOS,Yes,Retain,Public
TFL-0003735,Stratford,Northern,2024-04-08,0,52,461.54,TFL-215756-ANON,Tablet,iOS,No,Purged,Sensitive
TFL-0003736,Canary Wharf,Circle,2023-12-29,22,119,353.2,TFL-211987-ANON,Laptop,Android,Yes,Retain,Internal
TFL-0003737,Paddington,Circle,2023-02-14,4,101,242.84,TFL-206421-ANON,Laptop,macOS,No,Purge_Pending,Public
TFL-0003738,Paddington,Jubilee,2023-02-11,9,4,455.38,TFL-751979-ANON,Laptop,Android,No,Purged,Public
TFL-0003739,London Bridge,Central,2023-07-04,17,113,411.57,TFL-593377-ANON,Tablet,Android,No,Retain,Sensitive
TFL-0003740,Waterloo,District,2023-01-12,5,53,243.66,TFL-547185-ANON,Laptop,Android,Yes,Purge_Pending,Sensitive
TFL-0003741,King's Cross,Victoria,2023-12-17,10,71,449.13,TFL-215012-ANON,Tablet,macOS,Yes,Retain,Internal
TFL-0003742,Stratford,Central,2024-04-26,6,86,115.77,TFL-879030-ANON,Laptop,iOS,No,Purge_Pending,Sensitive
TFL-0003743,Stratford,Piccadilly,2024-02-29,19,108,90.95,TFL-249206-ANON,Tablet,macOS,No,Retain,Internal
TFL-0003744,Waterloo,Central,2023-06-18,16,80,208.56,TFL-729199-ANON,Mobile,macOS,Yes,Purged,Public
TFL-0003745,King's Cross,Jubilee,2023-11-12,10,28,365.47,TFL-856750-ANON,Tablet,Windows,Yes,Purge_Pending,Sensitive
TFL-0003746,Euston,Piccadilly,2024-01-11,20,21,172.85,TFL-186027-ANON,Laptop,iOS,Yes,Purged,Internal
TFL-0003747,London Bridge,Central,2024-07-27,4,3,5.27,TFL-976900-ANON,Tablet,Windows,No,Purged,Public
TFL-0003748,Euston,Victoria,2023-10-30,5,23,313.82,TFL-885407-ANON,Mobile,Android,No,Retain,Public
TFL-0003749,London Bridge,Victoria,2023-04-06,22,69,75.82,TFL-555899-ANON,Mobile,macOS,Yes,Purge_Pending,Internal
TFL-0003750,London Bridge,Circle,2024-11-03,10,30,342.34,TFL-882350-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0003751,Victoria,Circle,2024-04-12,8,92,416.79,TFL-223244-ANON,Mobile,macOS,No,Purge_Pending,Internal
TFL-0003752,Victoria,Victoria,2023-03-31,7,113,155.11,TFL-198045-ANON,Tablet,Android,No,Purged,Public
TFL-0003753,Canary Wharf,Northern,2024-03-03,9,92,122.3,TFL-411469-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0003754,Euston,Circle,2024-07-06,5,119,246.62,TFL-569722-ANON,Tablet,Windows,Yes,Purge_Pending,Public
TFL-0003755,Heathrow T1,Elizabeth,2023-03-30,0,109,130.63,TFL-486703-ANON,Tablet,Android,No,Retain,Sensitive
TFL-0003756,Victoria,District,2023-11-11,12,50,131.56,TFL-549280-ANON,Laptop,Android,No,Retain,Sensitive
TFL-0003757,Stratford,Jubilee,2023-12-04,4,26,215.09,TFL-653328-ANON,Mobile,iOS,No,Purge_Pending,Internal
TFL-0003758,King's Cross,Victoria,2024-08-25,18,1,202.52,TFL-865381-ANON,Laptop,macOS,No,Purge_Pending,Internal
TFL-0003759,Waterloo,District,2024-09-16,18,11,467.02,TFL-964288-ANON,Laptop,Windows,Yes,Purged,Internal
TFL-0003760,Canary Wharf,Victoria,2023-07-26,2,62,420.02,TFL-533346-ANON,Tablet,macOS,Yes,Retain,Public
TFL-0003761,Stratford,District,2023-12-22,19,90,214.39,TFL-791630-ANON,Tablet,Windows,Yes,Retain,Internal
TFL-0003762,Waterloo,Jubilee,2023-03-26,16,85,447.38,TFL-368032-ANON,Mobile,macOS,No,Purge_Pending,Internal
TFL-0003763,Heathrow T1,Piccadilly,2023-02-11,8,102,277.36,TFL-452459-ANON,Laptop,Windows,No,Purged,Public
TFL-0003764,Stratford,Central,2024-09-26,9,42,188.8,TFL-383216-ANON,Tablet,iOS,No,Purged,Internal
TFL-0003765,Waterloo,Circle,2023-12-24,4,116,401.31,TFL-929161-ANON,Laptop,Android,Yes,Purged,Internal
TFL-0003766,King's Cross,Piccadilly,2023-08-04,23,42,46.13,TFL-153015-ANON,Mobile,Windows,No,Purged,Sensitive
TFL-0003767,Victoria,Victoria,2023-09-02,3,1,474.16,TFL-181137-ANON,Laptop,macOS,No,Retain,Sensitive
TFL-0003768,Canary Wharf,Circle,2023-12-19,23,9,268.49,TFL-271051-ANON,Mobile,Windows,Yes,Retain,Internal
TFL-0003769,Waterloo,District,2024-05-17,23,27,398.36,TFL-788164-ANON,Mobile,iOS,No,Purge_Pending,Internal
TFL-0003770,Waterloo,Central,2024-02-18,5,15,158.85,TFL-551978-ANON,Mobile,Windows,Yes,Purged,Sensitive
TFL-0003771,London Bridge,Piccadilly,2024-05-06,16,15,223.31,TFL-312982-ANON,Tablet,macOS,No,Retain,Sensitive
TFL-0003772,King's Cross,Victoria,2024-02-16,18,62,239.76,TFL-853013-ANON,Laptop,Android,No,Retain,Public
TFL-0003773,Stratford,Circle,2023-06-11,10,32,409.27,TFL-365818-ANON,Tablet,Android,No,Purge_Pending,Internal
TFL-0003774,Liverpool Street,Circle,2024-06-19,7,57,456.11,TFL-877324-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0003775,Heathrow T1,District,2023-12-16,8,32,312.18,TFL-252621-ANON,Tablet,Android,No,Retain,Sensitive
TFL-0003776,King's Cross,Northern,2024-11-06,19,33,488.61,TFL-545088-ANON,Mobile,Android,Yes,Retain,Public
TFL-0003777,Heathrow T1,Victoria,2024-05-01,20,18,99.14,TFL-612375-ANON,Laptop,macOS,No,Purged,Internal
TFL-0003778,Waterloo,Circle,2024-04-18,1,12,300.97,TFL-309730-ANON,Laptop,macOS,Yes,Retain,Public
TFL-0003779,Liverpool Street,Circle,2024-10-31,22,8,433.81,TFL-218643-ANON,Laptop,Android,No,Retain,Internal
TFL-0003780,Euston,Jubilee,2023-07-08,6,52,444.34,TFL-391770-ANON,Laptop,Android,Yes,Purged,Internal
TFL-0003781,London Bridge,Circle,2023-11-06,18,67,201.74,TFL-592745-ANON,Mobile,Windows,Yes,Retain,Internal
TFL-0003782,Liverpool Street,Victoria,2023-01-06,11,11,278.18,TFL-542037-ANON,Laptop,iOS,No,Retain,Public
