record_id,state,county,census_block,provider_id,provider_name,technology_code,technology_name,max_down_mbps,max_up_mbps,consumer,business,low_income_area,rural_flag,population_served,median_income,report_date
FCC-0003644,MA,County_41,834356362,PRVDR-547,Verizon,40,Cable,25,5,0,1,0,0,21615,51092,2024-04-19
FCC-0003645,OH,County_59,620605247,PRVDR-667,Verizon,10,DSL,250,50,0,1,0,1,23668,125477,2024-04-16
FCC-0003646,IL,County_78,802742317,PRVDR-360,Optimum,300,LTE,250,5,1,1,1,0,47981,30202,2024-02-17
FCC-0003647,PA,County_31,985614290,PRVDR-492,T-Mobile,301,5G NR,250,3,1,0,0,1,6139,75580,2024-04-19
FCC-0003648,NJ,County_78,578397419,PRVDR-822,Spectrum,70,Fixed Wireless,25,25,1,1,0,1,25971,60007,2023-10-22
FCC-0003649,GA,County_27,351574883,PRVDR-938,Verizon,50,Fiber,250,10,0,1,1,1,49111,48715,2023-08-23
FCC-0003650,NC,County_88,834636325,PRVDR-289,T-Mobile,50,Fiber,1000,5,0,1,0,1,36556,80196,2024-05-18
FCC-0003651,NY,County_59,875931845,PRVDR-801,AT&T,40,Cable,50,25,1,0,1,1,43929,27197,2024-11-13
FCC-0003652,AZ,County_74,338549019,PRVDR-627,Verizon,40,Cable,500,50,0,1,0,1,43820,78536,2023-06-13
FCC-0003653,FL,County_21,482721192,PRVDR-392,Optimum,50,Fiber,50,10,1,1,0,1,27312,126663,2024-08-30
FCC-0003654,MI,County_98,728553384,PRVDR-569,AT&T,50,Fiber,100,5,0,0,0,0,32264,72854,2023-04-04
FCC-0003655,GA,County_27,688215200,PRVDR-936,T-Mobile,10,DSL,25,50,1,0,0,1,2674,114921,2023-05-22
FCC-0003656,PA,County_11,873793054,PRVDR-764,Spectrum,70,Fixed Wireless,50,5,1,1,0,0,17641,71804,2023-04-07
FCC-0003657,MI,County_16,790979404,PRVDR-104,Optimum,10,DSL,25,10,0,1,1,0,8183,34223,2024-05-20
FCC-0003658,TX,County_65,797084037,PRVDR-751,AT&T,70,Fixed Wireless,25,5,1,0,0,1,44283,77352,2023-09-17
FCC-0003659,NC,County_95,295658085,PRVDR-930,AT&T,300,LTE,1000,3,1,0,0,0,39520,126493,2023-04-22
FCC-0003660,MA,County_76,252423534,PRVDR-352,Spectrum,301,5G NR,500,100,0,1,0,1,9742,83604,2023-10-12
FCC-0003661,AZ,County_79,704402058,PRVDR-519,Verizon,10,DSL,100,25,0,0,0,1,14325,50094,2023-04-25
FCC-0003662,GA,County_63,948655864,PRVDR-568,Optimum,301,5G NR,50,5,1,0,1,0,7543,27977,2023-09-23
FCC-0003663,AZ,County_95,709564104,PRVDR-618,AT&T,70,Fixed Wireless,1000,50,1,0,0,0,11072,125872,2023-09-09
FCC-0003664,NC,County_54,362664091,PRVDR-527,AT&T,301,5G NR,50,5,0,1,0,1,37889,99072,2023-02-12
FCC-0003665,WA,County_37,836754571,PRVDR-476,AT&T,70,Fixed Wireless,50,3,1,1,0,0,10698,83572,2023-04-03
FCC-0003666,TX,County_36,368755275,PRVDR-620,Verizon,300,LTE,25,3,0,0,0,1,41122,102563,2023-09-22
FCC-0003667,MI,County_95,109920700,PRVDR-707,Spectrum,70,Fixed Wireless,100,25,0,1,0,1,49550,76192,2023-08-13
FCC-0003668,PA,County_91,594456841,PRVDR-671,Spectrum,10,DSL,25,3,1,1,0,1,48467,87867,2023-06-03
FCC-0003669,TX,County_44,424737983,PRVDR-532,T-Mobile,301,5G NR,500,10,0,0,0,0,40470,63194,2024-01-29
FCC-0003670,NC,County_11,657461596,PRVDR-772,T-Mobile,40,Cable,250,50,1,1,1,1,25718,40367,2024-11-09
FCC-0003671,MA,County_32,135937688,PRVDR-204,Optimum,300,LTE,1000,100,1,0,0,1,5260,72319,2024-11-06
FCC-0003672,GA,County_16,603927909,PRVDR-910,Optimum,50,Fiber,500,50,0,0,0,0,744,99017,2024-12-26
FCC-0003673,OH,County_56,363818856,PRVDR-259,T-Mobile,40,Cable,250,5,1,1,0,0,45430,122794,2023-01-11
FCC-0003674,WA,County_71,620146838,PRVDR-287,AT&T,301,5G NR,500,100,0,0,0,0,33341,109152,2023-01-05
FCC-0003675,PA,County_30,810185538,PRVDR-466,AT&T,301,5G NR,250,50,1,1,0,0,13985,83368,2024-06-01
FCC-0003676,AZ,County_5,384666650,PRVDR-229,AT&T,301,5G NR,250,25,0,1,0,1,49701,125036,2024-06-06
FCC-0003677,PA,County_35,395203160,PRVDR-840,Verizon,40,Cable,100,5,0,1,0,1,49684,104327,2023-02-11
FCC-0003678,CA,County_10,146767850,PRVDR-148,T-Mobile,50,Fiber,500,25,1,0,0,0,40390,122311,2023-08-28
FCC-0003679,IL,County_12,197299114,PRVDR-642,Optimum,300,LTE,500,10,0,0,0,1,21349,64172,2023-08-13
FCC-0003680,PA,County_88,443900535,PRVDR-702,Verizon,10,DSL,500,10,1,0,0,0,7624,111667,2024-06-03
FCC-0003681,NJ,County_2,503294123,PRVDR-733,AT&T,40,Cable,250,50,0,1,0,0,10795,102967,2024-05-19
FCC-0003682,NY,County_65,329290103,PRVDR-895,AT&T,70,Fixed Wireless,500,50,0,1,0,1,21781,132478,2023-11-06
FCC-0003683,WA,County_99,589668940,PRVDR-652,T-Mobile,301,5G NR,250,5,0,1,0,0,35652,60352,2024-08-30
FCC-0003684,WA,County_96,690737011,PRVDR-653,Optimum,40,Cable,500,50,0,1,0,1,28330,117949,2023-10-03
FCC-0003685,MA,County_23,500968633,PRVDR-466,Optimum,40,Cable,500,5,1,1,0,1,47054,74908,2023-12-31
FCC-0003686,FL,County_31,759737340,PRVDR-678,Optimum,50,Fiber,50,100,0,1,1,1,19145,35500,2023-01-03
FCC-0003687,NJ,County_22,748018838,PRVDR-929,Verizon,301,5G NR,100,3,1,0,0,0,33138,133402,2024-03-25
FCC-0003688,CA,County_33,299653299,PRVDR-407,Verizon,300,LTE,250,100,0,0,0,0,34238,67581,2023-07-31
FCC-0003689,FL,County_8,655020556,PRVDR-111,T-Mobile,70,Fixed Wireless,25,10,0,0,0,1,34194,61817,2024-04-26
FCC-0003690,PA,County_37,236656528,PRVDR-451,Verizon,300,LTE,25,25,1,0,0,0,24948,61678,2024-10-01
FCC-0003691,WA,County_87,271769705,PRVDR-653,Optimum,50,Fiber,100,50,0,0,1,1,24427,30793,2024-10-18
FCC-0003692,NJ,County_30,758612894,PRVDR-824,Optimum,40,Cable,250,50,0,1,0,0,40610,141763,2024-05-13
FCC-0003693,NJ,County_30,454047678,PRVDR-199,Verizon,40,Cable,500,10,1,1,0,0,42513,69940,2024-12-03
FCC-0003694,NJ,County_75,462373481,PRVDR-692,Spectrum,50,Fiber,100,100,1,0,1,0,46750,27087,2024-02-04
FCC-0003695,PA,County_38,562374063,PRVDR-930,AT&T,10,DSL,1000,100,1,0,0,0,11481,50472,2023-02-09
FCC-0003696,MI,County_100,535535332,PRVDR-156,Optimum,70,Fixed Wireless,500,100,1,0,1,0,37833,40192,2023-05-06
FCC-0003697,MA,County_54,812906141,PRVDR-891,Optimum,50,Fiber,500,10,0,0,0,1,49846,108668,2023-06-16
FCC-0003698,FL,County_37,593702347,PRVDR-760,AT&T,301,5G NR,1000,50,0,0,1,0,37775,34178,2023-09-22
FCC-0003699,CA,County_30,910094234,PRVDR-734,Verizon,301,5G NR,25,25,0,1,0,0,47183,124740,2023-10-17
FCC-0003700,MA,County_19,344034840,PRVDR-874,T-Mobile,50,Fiber,250,25,1,0,0,1,49848,116710,2023-08-22
FCC-0003701,OH,County_54,369573774,PRVDR-581,T-Mobile,301,5G NR,25,50,0,1,1,0,14370,35104,2024-03-05
FCC-0003702,IL,County_89,610223700,PRVDR-803,Spectrum,70,Fixed Wireless,1000,50,0,1,0,0,26025,90416,2023-04-04
FCC-0003703,VA,County_53,324854885,PRVDR-378,Verizon,40,Cable,50,3,1,1,0,0,31308,76170,2023-11-20
FCC-0003704,FL,County_65,609479380,PRVDR-323,Spectrum,300,LTE,250,25,0,0,0,0,7330,140300,2024-01-29
FCC-0003705,AZ,County_14,901721302,PRVDR-896,T-Mobile,40,Cable,100,100,0,0,0,0,3102,110469,2023-07-21
FCC-0003706,GA,County_12,496054824,PRVDR-337,AT&T,301,5G NR,250,50,0,0,0,1,22578,132785,2023-07-25
FCC-0003707,CA,County_28,359503505,PRVDR-585,Spectrum,10,DSL,25,50,1,1,0,1,14303,111735,2023-01-26
FCC-0003708,FL,County_55,177545117,PRVDR-856,AT&T,300,LTE,250,5,1,1,0,1,12054,117790,2023-02-12
FCC-0003709,OH,County_28,195633030,PRVDR-242,Optimum,70,Fixed Wireless,500,25,0,1,0,1,17795,86905,2024-01-14
FCC-0003710,TX,County_29,134615534,PRVDR-224,T-Mobile,70,Fixed Wireless,1000,5,1,1,0,0,39321,139285,2023-03-03
FCC-0003711,PA,County_75,654397542,PRVDR-200,Verizon,300,LTE,25,5,1,1,0,1,2220,53295,2024-07-07
FCC-0003712,FL,County_33,137988147,PRVDR-247,Verizon,70,Fixed Wireless,100,100,1,1,0,0,17415,97314,2024-12-20
FCC-0003713,FL,County_97,583735060,PRVDR-737,AT&T,301,5G NR,1000,10,0,0,0,0,26401,66154,2024-04-25
FCC-0003714,NY,County_24,508162777,PRVDR-165,Spectrum,40,Cable,100,5,1,1,0,1,7620,125437,2024-04-20
FCC-0003715,TX,County_15,448699511,PRVDR-798,AT&T,300,LTE,250,100,1,0,0,0,31288,60464,2023-08-05
FCC-0003716,GA,County_65,451089078,PRVDR-423,T-Mobile,40,Cable,100,25,0,1,0,0,820,86468,2023-09-23
FCC-0003717,OH,County_70,377855713,PRVDR-119,Spectrum,50,Fiber,25,5,1,0,0,1,17877,70756,2024-07-24
FCC-0003718,NY,County_58,668052370,PRVDR-298,AT&T,301,5G NR,100,25,1,1,0,1,49215,123500,2024-01-23
FCC-0003719,GA,County_63,948164196,PRVDR-198,Optimum,300,LTE,250,100,0,1,1,0,13374,44200,2023-08-20
FCC-0003720,MA,County_47,906830934,PRVDR-818,Optimum,10,DSL,250,10,0,1,0,1,39565,119474,2024-08-08
FCC-0003721,OH,County_100,996371956,PRVDR-780,T-Mobile,40,Cable,50,3,0,1,0,1,47939,61582,2023-10-27
FCC-0003722,PA,County_23,917229599,PRVDR-650,Spectrum,40,Cable,100,5,0,0,0,0,42522,107328,2023-07-07
FCC-0003723,NC,County_31,256632441,PRVDR-453,Optimum,300,LTE,25,3,1,0,1,1,21297,33086,2023-07-17
FCC-0003724,IL,County_82,208256065,PRVDR-683,Spectrum,50,Fiber,25,5,0,0,0,1,37222,133592,2023-01-21
FCC-0003725,NJ,County_16,473648111,PRVDR-726,Verizon,10,DSL,100,25,1,0,0,0,48497,126503,2023-02-06
FCC-0003726,MA,County_64,702141751,PRVDR-920,Verizon,40,Cable,25,10,1,0,0,1,8805,55026,2024-05-15
FCC-0003727,NY,County_59,454935797,PRVDR-548,T-Mobile,70,Fixed Wireless,250,50,1,1,0,1,49931,146268,2023-11-05
FCC-0003728,NJ,County_5,890268619,PRVDR-358,AT&T,50,Fiber,250,50,1,1,0,1,27951,113013,2024-10-01
FCC-0003729,FL,County_56,576582457,PRVDR-308,AT&T,50,Fiber,100,5,1,0,0,0,6594,122984,2023-01-28
FCC-0003730,NJ,County_31,146941637,PRVDR-599,Spectrum,70,Fixed Wireless,500,25,0,1,0,0,25927,139319,2023-09-18
FCC-0003731,PA,County_78,845607505,PRVDR-917,Spectrum,300,LTE,500,25,1,1,0,1,31493,140242,2024-09-29
FCC-0003732,CA,County_92,418917304,PRVDR-518,Verizon,301,5G NR,50,3,0,1,0,0,21739,82289,2024-06-06
FCC-0003733,PA,County_5,164080960,PRVDR-909,Verizon,301,5G NR,1000,5,0,1,0,1,32138,92356,2024-02-29
FCC-0003734,FL,County_5,284105407,PRVDR-930,Spectrum,50,Fiber,100,10,0,0,1,1,43524,29469,2024-05-21
FCC-0003735,MI,County_51,488699034,PRVDR-529,AT&T,50,Fiber,250,5,0,0,0,0,26794,88918,2023-08-10
FCC-0003736,NC,County_83,790081514,PRVDR-947,Spectrum,70,Fixed Wireless,50,100,0,0,0,1,44531,63793,2024-04-02
FCC-0003737,NJ,County_77,153528583,PRVDR-776,Spectrum,40,Cable,25,50,1,0,0,0,22441,70365,2024-07-24
FCC-0003738,NJ,County_51,538693405,PRVDR-674,T-Mobile,300,LTE,500,5,1,0,1,0,35643,25450,2023-12-27
FCC-0003739,PA,County_77,558557443,PRVDR-905,AT&T,301,5G NR,500,100,0,0,0,0,7450,53464,2023-01-05
FCC-0003740,NC,County_76,447198864,PRVDR-638,AT&T,40,Cable,50,100,0,1,0,1,3566,62923,2023-03-05
FCC-0003741,CA,County_48,759925151,PRVDR-516,T-Mobile,10,DSL,25,10,0,0,0,1,768,146664,2024-02-17
FCC-0003742,NC,County_7,996578348,PRVDR-916,Spectrum,50,Fiber,25,100,1,1,0,1,25760,96225,2023-12-30
FCC-0003743,NJ,County_87,979833648,PRVDR-390,T-Mobile,40,Cable,250,50,1,1,0,0,42039,90688,2023-02-12
FCC-0003744,MI,County_53,690369191,PRVDR-332,AT&T,301,5G NR,500,10,0,0,1,1,22676,29154,2023-01-31
FCC-0003745,CA,County_28,516556800,PRVDR-999,Spectrum,50,Fiber,500,5,1,1,0,1,18652,101231,2024-11-25
FCC-0003746,WA,County_25,430187556,PRVDR-310,Verizon,10,DSL,100,3,1,0,0,0,7027,125050,2024-03-08
FCC-0003747,MA,County_15,652431999,PRVDR-219,AT&T,40,Cable,250,100,1,1,0,1,18682,130960,2024-10-12
FCC-0003748,FL,County_76,478011241,PRVDR-434,T-Mobile,50,Fiber,250,25,1,1,0,1,16491,97286,2023-12-29
FCC-0003749,MI,County_76,518158383,PRVDR-698,Spectrum,40,Cable,1000,10,1,0,0,0,41884,105826,2023-04-25
FCC-0003750,AZ,County_21,135313573,PRVDR-271,Spectrum,10,DSL,50,10,0,1,0,0,20681,73939,2023-05-06
FCC-0003751,NC,County_24,518302918,PRVDR-815,T-Mobile,300,LTE,50,100,0,0,1,0,27022,42163,2023-01-18
FCC-0003752,FL,County_23,670669794,PRVDR-840,Verizon,10,DSL,100,3,0,0,0,0,32163,110353,2023-12-18
FCC-0003753,NY,County_54,936427284,PRVDR-551,AT&T,40,Cable,25,3,0,0,0,0,35557,86459,2024-12-09
FCC-0003754,MI,County_18,609529185,PRVDR-194,Verizon,40,Cable,500,3,0,0,1,0,19167,32706,2024-03-05
FCC-0003755,IL,County_14,877429309,PRVDR-195,Verizon,50,Fiber,1000,100,1,0,0,1,19778,138622,2024-06-19
FCC-0003756,PA,County_92,727759048,PRVDR-597,T-Mobile,300,LTE,250,5,0,0,1,1,30959,38301,2024-09-29
FCC-0003757,TX,County_86,988699474,PRVDR-935,Verizon,50,Fiber,500,50,0,1,0,1,27309,136391,2024-03-04
FCC-0003758,MA,County_81,346337402,PRVDR-598,Spectrum,301,5G NR,250,50,1,1,0,0,24847,85423,2023-05-29
FCC-0003759,GA,County_7,664584159,PRVDR-179,Verizon,40,Cable,100,50,1,0,1,0,49703,36646,2024-11-26
FCC-0003760,AZ,County_55,319054005,PRVDR-467,Verizon,300,LTE,25,25,1,0,1,0,40747,39138,2024-07-08
FCC-0003761,NY,County_33,861621854,PRVDR-630,Verizon,301,5G NR,100,100,0,0,0,1,10649,130316,2023-02-02
FCC-0003762,MA,County_44,449694886,PRVDR-102,AT&T,10,DSL,100,50,0,0,0,1,4346,129586,2024-10-29
FCC-0003763,FL,County_49,811188815,PRVDR-343,AT&T,50,Fiber,100,5,1,1,1,0,19035,36209,2024-05-03
FCC-0003764,MI,County_51,740145117,PRVDR-822,Spectrum,50,Fiber,250,100,1,1,0,0,44034,59594,2023-07-09
FCC-0003765,CA,County_15,472425078,PRVDR-502,Optimum,40,Cable,100,50,0,1,0,1,24088,104326,2024-09-04
FCC-0003766,MA,County_9,475414228,PRVDR-177,Optimum,10,DSL,500,3,1,0,0,1,45625,71523,2023-01-16
FCC-0003767,NY,County_47,950591370,PRVDR-740,T-Mobile,10,DSL,25,100,1,0,1,1,24765,45519,2023-03-27
FCC-0003768,NY,County_44,434033991,PRVDR-403,AT&T,70,Fixed Wireless,25,5,1,1,0,0,9622,140267,2023-04-29
FCC-0003769,AZ,County_34,934590531,PRVDR-766,Optimum,301,5G NR,100,10,0,1,0,1,8938,96954,2024-05-20
FCC-0003770,CA,County_85,115689025,PRVDR-784,T-Mobile,50,Fiber,50,25,1,0,1,0,41442,29516,2023-11-16
FCC-0003771,FL,County_85,497992060,PRVDR-616,AT&T,70,Fixed Wireless,100,100,0,0,0,1,33635,58856,2023-12-22
FCC-0003772,TX,County_14,920452698,PRVDR-426,Verizon,301,5G NR,100,5,0,0,1,0,5825,26765,2024-01-09
FCC-0003773,VA,County_93,847098963,PRVDR-349,Optimum,40,Cable,25,25,1,0,0,1,42818,112649,2023-11-06
FCC-0003774,CA,County_41,938298180,PRVDR-544,Spectrum,10,DSL,100,50,0,1,1,0,23897,42236,2023-01-04
FCC-0003775,NJ,County_98,591857401,PRVDR-855,Optimum,301,5G NR,100,10,0,0,1,1,4887,32507,2024-06-21
FCC-0003776,VA,County_20,933995296,PRVDR-892,Optimum,50,Fiber,50,25,1,0,1,0,28819,42050,2024-08-06
FCC-0003777,GA,County_96,420019565,PRVDR-350,Optimum,10,DSL,1000,100,0,1,0,0,45772,119981,2024-07-24
FCC-0003778,TX,County_18,465155885,PRVDR-271,AT&T,301,5G NR,500,25,0,1,1,0,44374,46948,2023-05-23
FCC-0003779,CA,County_29,784052439,PRVDR-634,Spectrum,300,LTE,250,100,1,0,1,1,8043,25070,2023-03-12
FCC-0003780,AZ,County_73,167733842,PRVDR-291,Verizon,50,Fiber,1000,50,0,1,1,1,6654,40065,2024-09-04
FCC-0003781,NY,County_94,709497182,PRVDR-389,Optimum,301,5G NR,250,3,0,0,0,1,47218,95547,2024-07-03
FCC-0003782,VA,County_72,763124851,PRVDR-429,T-Mobile,10,DSL,100,25,1,1,1,1,34953,45278,2023-05-10
FCC-0003783,GA,County_50,272273338,PRVDR-787,Optimum,70,Fixed Wireless,1000,25,0,1,0,0,18480,137635,2024-01-08
FCC-0003784,MA,County_43,513098555,PRVDR-856,Spectrum,40,Cable,1000,3,0,0,1,1,4460,34922,2023-11-26
FCC-0003785,GA,County_81,916122704,PRVDR-241,Spectrum,70,Fixed Wireless,1000,50,1,1,1,1,36955,34701,2024-01-19
FCC-0003786,NY,County_73,350207043,PRVDR-268,Spectrum,50,Fiber,100,3,0,1,0,1,23258,88236,2023-01-03
FCC-0003787,PA,County_94,940985511,PRVDR-285,Optimum,70,Fixed Wireless,250,100,1,1,0,1,6151,143172,2024-01-17
FCC-0003788,MI,County_90,365278468,PRVDR-440,Verizon,50,Fiber,100,25,0,0,0,1,25245,62144,2023-01-08
FCC-0003789,PA,County_6,189692077,PRVDR-586,Optimum,50,Fiber,250,100,0,0,0,0,36160,128091,2024-10-10
FCC-0003790,AZ,County_18,841137645,PRVDR-803,Verizon,300,LTE,250,100,0,0,0,1,30493,88760,2023-10-21
FCC-0003791,GA,County_66,409109046,PRVDR-155,Spectrum,10,DSL,500,100,1,0,0,0,23688,56669,2024-02-02
FCC-0003792,GA,County_29,289506025,PRVDR-819,AT&T,40,Cable,500,3,0,1,0,0,35679,134752,2024-04-15
FCC-0003793,NY,County_82,907732595,PRVDR-308,Verizon,301,5G NR,1000,25,1,0,0,1,23220,146865,2023-05-09
FCC-0003794,NC,County_87,998963463,PRVDR-371,AT&T,10,DSL,25,100,0,0,0,1,29199,70778,2024-08-22
FCC-0003795,WA,County_89,695326995,PRVDR-584,Optimum,70,Fixed Wireless,25,25,1,1,0,0,30742,54701,2024-08-28
FCC-0003796,PA,County_56,451644810,PRVDR-614,Spectrum,40,Cable,1000,10,1,0,0,1,1132,101810,2023-01-11
FCC-0003797,MA,County_16,618900733,PRVDR-339,AT&T,10,DSL,25,3,0,0,0,0,1366,79549,2024-12-13
FCC-0003798,NC,County_35,849309496,PRVDR-454,Spectrum,301,5G NR,250,5,0,0,0,0,17949,119561,2024-11-12
FCC-0003799,OH,County_80,325400228,PRVDR-383,Spectrum,50,Fiber,250,100,0,0,0,0,25285,103550,2024-06-10
FCC-0003800,OH,County_42,422163834,PRVDR-283,Verizon,10,DSL,1000,3,1,1,0,1,6946,113411,2024-03-31
FCC-0003801,WA,County_18,758470207,PRVDR-173,Optimum,300,LTE,1000,5,1,1,0,1,2261,148446,2024-07-26
FCC-0003802,CA,County_22,404426503,PRVDR-293,T-Mobile,40,Cable,100,100,1,0,0,1,3441,85822,2024-11-11
FCC-0003803,NY,County_76,207446566,PRVDR-165,AT&T,40,Cable,1000,5,0,0,1,0,27472,42031,2024-04-01
FCC-0003804,MI,County_27,564916282,PRVDR-772,Optimum,301,5G NR,1000,100,1,1,1,0,32378,43169,2023-12-21
FCC-0003805,MI,County_91,533908293,PRVDR-708,Optimum,70,Fixed Wireless,250,100,0,1,0,1,8164,95482,2024-08-02
FCC-0003806,OH,County_39,262669780,PRVDR-189,Spectrum,70,Fixed Wireless,250,10,0,0,0,0,30511,92167,2024-08-24
FCC-0003807,WA,County_55,248989685,PRVDR-106,Optimum,70,Fixed Wireless,1000,25,1,1,0,0,12632,125362,2023-01-11
FCC-0003808,CA,County_63,437446013,PRVDR-126,Verizon,40,Cable,1000,5,0,0,0,0,9159,56489,2024-09-26
FCC-0003809,AZ,County_66,215174574,PRVDR-305,Verizon,70,Fixed Wireless,1000,25,1,0,0,1,49174,126895,2023-08-21
FCC-0003810,VA,County_73,151645627,PRVDR-605,T-Mobile,301,5G NR,25,10,0,1,0,0,15102,109556,2023-04-13
FCC-0003811,MA,County_54,171852826,PRVDR-677,AT&T,301,5G NR,1000,25,1,0,1,0,30940,47857,2023-02-15
FCC-0003812,WA,County_60,655073678,PRVDR-606,Verizon,301,5G NR,25,10,1,0,0,1,45310,127325,2024-10-17
FCC-0003813,IL,County_57,591959696,PRVDR-147,Spectrum,70,Fixed Wireless,50,5,0,0,0,1,23627,119678,2024-06-23
FCC-0003814,FL,County_87,421675081,PRVDR-142,AT&T,301,5G NR,50,10,0,1,0,1,35460,68533,2024-09-29
FCC-0003815,MI,County_51,449903754,PRVDR-526,Optimum,70,Fixed Wireless,100,5,1,0,0,1,46132,110261,2024-08-23
FCC-0003816,VA,County_39,379987721,PRVDR-722,Optimum,301,5G NR,500,25,1,1,1,0,30415,41343,2024-04-15
FCC-0003817,IL,County_94,596141124,PRVDR-522,Verizon,50,Fiber,500,100,1,0,1,1,20103,29065,2023-01-31
FCC-0003818,CA,County_52,864041166,PRVDR-804,Optimum,40,Cable,25,10,0,1,0,1,14694,103991,2024-05-22
FCC-0003819,PA,County_22,831198473,PRVDR-478,Optimum,300,LTE,500,100,1,1,0,0,25929,142088,2024-04-17
FCC-0003820,PA,County_88,813329912,PRVDR-448,AT&T,10,DSL,1000,50,1,0,0,0,17834,63227,2024-08-25
FCC-0003821,FL,County_68,414954954,PRVDR-160,T-Mobile,300,LTE,500,25,1,0,0,1,19769,53758,2024-07-29
FCC-0003822,CA,County_2,792881546,PRVDR-320,Verizon,70,Fixed Wireless,100,5,0,0,0,0,25992,140135,2023-09-17
FCC-0003823,AZ,County_98,130943710,PRVDR-367,T-Mobile,40,Cable,25,100,1,1,0,0,48946,147316,2023-11-15
FCC-0003824,NY,County_37,240750295,PRVDR-176,T-Mobile,10,DSL,1000,3,1,1,0,0,32763,132545,2024-11-27
FCC-0003825,FL,County_73,183762864,PRVDR-312,Spectrum,10,DSL,500,50,1,0,0,1,28889,98034,2023-01-03
FCC-0003826,TX,County_87,130052328,PRVDR-395,AT&T,70,Fixed Wireless,25,10,1,1,0,1,27613,74584,2024-03-27
FCC-0003827,NJ,County_79,946677750,PRVDR-538,T-Mobile,10,DSL,250,25,1,1,0,1,21965,73112,2023-06-04
FCC-0003828,NY,County_70,859469835,PRVDR-722,Optimum,301,5G NR,250,5,0,1,0,1,49965,64170,2024-07-21
FCC-0003829,FL,County_49,530856390,PRVDR-259,Optimum,10,DSL,100,100,0,1,0,1,17032,94919,2023-06-02
FCC-0003830,MI,County_78,516745801,PRVDR-124,Verizon,300,LTE,1000,50,0,1,0,1,19906,90767,2023-02-25
FCC-0003831,NY,County_42,978889737,PRVDR-118,AT&T,300,LTE,500,100,1,1,0,1,18060,53777,2023-11-03
FCC-0003832,MA,County_55,729472982,PRVDR-948,AT&T,50,Fiber,100,50,0,1,1,0,48844,48130,2023-04-30
FCC-0003833,TX,County_87,711465466,PRVDR-358,T-Mobile,70,Fixed Wireless,100,3,1,0,0,1,42606,148214,2023-09-27
FCC-0003834,OH,County_47,441724383,PRVDR-928,Spectrum,40,Cable,500,100,0,1,0,0,40997,106263,2024-01-23
FCC-0003835,OH,County_61,586568189,PRVDR-161,T-Mobile,10,DSL,25,25,1,1,1,1,6820,47776,2024-06-18
FCC-0003836,MI,County_16,715308860,PRVDR-187,Spectrum,300,LTE,100,10,0,0,1,0,27017,36791,2023-06-18
FCC-0003837,IL,County_72,487663861,PRVDR-489,Verizon,40,Cable,50,10,1,1,0,0,31953,82118,2024-08-24
FCC-0003838,NY,County_63,242875926,PRVDR-285,Verizon,300,LTE,100,100,1,1,0,1,47189,75640,2023-06-30
FCC-0003839,NY,County_91,501213700,PRVDR-517,T-Mobile,10,DSL,50,10,0,1,0,1,31039,110279,2023-10-22
FCC-0003840,CA,County_53,654357320,PRVDR-871,AT&T,50,Fiber,50,25,0,0,1,0,23606,49571,2023-12-10
FCC-0003841,GA,County_82,752279171,PRVDR-597,Verizon,300,LTE,50,25,0,0,1,0,43924,27867,2024-10-21
FCC-0003842,VA,County_10,283028107,PRVDR-386,Spectrum,50,Fiber,100,50,1,1,0,0,26906,121671,2024-08-30
FCC-0003843,MI,County_83,649365897,PRVDR-245,Spectrum,50,Fiber,500,10,1,1,0,0,45993,93843,2023-03-30
FCC-0003844,IL,County_86,889872544,PRVDR-859,Spectrum,50,Fiber,25,3,0,0,1,0,23788,25245,2024-10-17
FCC-0003845,OH,County_51,161143373,PRVDR-271,Spectrum,70,Fixed Wireless,250,25,1,1,0,0,35433,99842,2023-11-20
FCC-0003846,AZ,County_17,547180988,PRVDR-373,Optimum,50,Fiber,25,25,0,1,0,0,22109,85717,2024-06-21
FCC-0003847,FL,County_15,601471289,PRVDR-896,T-Mobile,300,LTE,50,5,1,0,1,1,30907,33502,2023-02-05
FCC-0003848,MA,County_96,579618198,PRVDR-239,T-Mobile,50,Fiber,25,3,1,1,0,1,49033,148626,2024-01-11
FCC-0003849,AZ,County_66,467676746,PRVDR-117,Optimum,40,Cable,1000,25,1,1,0,0,24264,142344,2023-09-13
FCC-0003850,CA,County_58,204619343,PRVDR-268,AT&T,301,5G NR,25,25,1,1,0,1,37832,134917,2024-04-09
FCC-0003851,FL,County_90,284122560,PRVDR-108,Spectrum,301,5G NR,1000,50,0,0,0,0,41373,54097,2023-05-27
FCC-0003852,TX,County_14,368414166,PRVDR-780,T-Mobile,70,Fixed Wireless,50,10,1,0,0,0,13395,79632,2024-01-02
FCC-0003853,CA,County_18,211948366,PRVDR-175,Optimum,50,Fiber,500,3,0,1,0,0,14948,96925,2024-03-26
FCC-0003854,MA,County_2,300308000,PRVDR-582,Spectrum,70,Fixed Wireless,100,10,0,0,0,0,15311,100997,2024-02-08
FCC-0003855,MI,County_87,175929422,PRVDR-871,Optimum,50,Fiber,500,3,0,0,1,0,14078,48251,2024-07-07
FCC-0003856,MI,County_14,479069610,PRVDR-288,AT&T,301,5G NR,50,25,0,0,0,0,33786,66454,2023-10-08
FCC-0003857,CA,County_10,815558253,PRVDR-129,Verizon,301,5G NR,250,50,1,1,0,0,31107,88773,2024-03-08
